OriginalID,SourceLevel,TargetLevel,SourceText,TargetText,split
5204,ELE,INT,The company says that thousands of people die each year on the roads and that about 80% of crashes are caused by human mistakes.       ,The company says that thousands of people die each year on the roads and that about 80% of crashes are caused by human error.,train
4908,ELE,INT,She said that factory owners who could afford to pay for repairs and compensation for workers should make the payments.,She said the detail on who would make payments had been left open in order to ensure that all those factory owners who could afford to pay for repairs and compensation for workers made the necessary payments.,train
5714,ELE,INT,The man said he was not the father.,Strydom said: The man denied he was the father.,train
4592,ELE,INT,A company from the Netherlands wants to turn dreams of reaching Mars into reality.,A company from the Netherlands is trying to turn dreams of reaching Mars into reality.,train
5019,ELE,INT,"The participants will include 64-year-old Modi, most of his government and celebrities.","The participants will include 64-year-old Modi, most of his government and, they hope, a range of celebrities.",train
4540,ELE,INT,Germany changed its guidelines for travellers to the region in 2011.,Germany relaxed its guidelines for travellers to the region in 2011.,train
5841,ELE,INT,"David Kirkpatrick, author of The Facebook Effect, said that we need to get used to it.","We may as well get used to it, said David Kirkpatrick, author of The Facebook Effect.",train
4459,ELE,INT,"He warned that the false memories created in the mice in the experiments were far simpler than the complex false memories people have, such as false memories of childhood sexual abuse, abduction by aliens, or past lives.","He warned that the false memories created in the mice in the experiments were far simpler than the complex false memories that have caused controversy within psychology and psychiatry  for example, false memories of childhood sexual abuse, abduction by aliens, or past lives.",train
4831,ELE,INT,"British Labour Party leader, Ed Miliband, said: She will be remembered as a unique person.","Labour Party leader, Ed Miliband, said: She will be remembered as a unique figure.",train
4527,ELE,INT,"Glass has many uses  you can surf the internet, read emails, take photographs  but Telepathy will be more of a communication machine.","Glass has a range of uses  you can surf the internet, read emails, take photographs  but Telepathy will be more of a communication device.",train
5515,ELE,INT,"Climate sceptics like to criticize climate models because they are sometimes wrong, and we know that they are not perfect, said Sherwood.","Climate sceptics like to criticize climate models for getting things wrong and we are the first to admit they are not perfect, said Sherwood.",train
4598,ELE,INT,"He told The Guardian that the applicants so far were aged 18 to at least 62 and, although they include women, they were mostly men.","He told The Guardian that the applicants so far ranged in age from 18 to at least 62 and, though they include women, they were mostly men.",train
5511,ELE,INT,"For example, it would make life difficult, if not impossible, in much of the tropics and it would guarantee the eventual melting of the Greenland ice sheet and some of the Antarctic ice sheet.","For example, it would make life difficult, if not impossible, in much of the tropics and would guarantee the eventual melting of the Greenland ice sheet and some of the Antarctic ice sheet, with sea levels rising by many metres as a result.",train
4445,ELE,INT,"Instagram, the photo-sharing site, got 30 million new users in the 18 months before Facebook bought the business.","Instagram, the photo-sharing site, got 30m new users in the 18 months before Facebook bought the business.",train
5655,ELE,INT,"These children, who were born in the new millennium, are learning how to use smartphones and tablets before they can talk.","Born in the new millennium, these children are learning how to operate smartphones or tablets before they are able to talk.",train
4715,ELE,INT,"Thavis agreed: What I find particularly courageous is that he is going now, when he is not sick; and that hes leaving because hes tired and not because hes ill.","Thavis agreed: What I find particularly courageous is that he is prepared to say now, when he is not sick, that he is going; and that hes doing it because hes tired and not because hes particularly ill.",train
5817,ELE,INT,"It is very unfair that our tips are shared out, especially when one member of the team doesnt work hard enough.","It is incredibly unfair that our tips are shared out, especially when one member of the team doesnt work hard enough.",train
5425,ELE,INT,"Huth used short, interesting stories.","Huth used short, compelling stories.",train
5322,ELE,INT,"So far, there is no effective treatment for the social problems that autism causes.","So far, there is no established treatment for the social problems caused by autism.",train
5557,ELE,INT,McKinlay believes humans must still able to take control of their navigation.,"Ultimately, McKinlay believes, its essential that humans remain able to take control of their navigation.",train
4557,ELE,INT,"The normal time limit for a civil action is three to six years, they said.","The normal time limit for bringing a civil action is three to six years, a spokesman said.",train
5810,ELE,INT,I get about 60 in tips per shift.,I get an average of around 60 of tips per shift.,train
5384,ELE,INT,"Im really excited by this, said Marin Solja__i__, a physicist at the Massachusetts Institute of Technology.","Im really excited by the potential it has, said Marin Solja__i__, a physicist at the Massachusetts Institute of Technology.",train
4714,ELE,INT,"Also, there were no dates in his calendar of events he had to attend.","What is more, there were no dates in his calendar of events he personally had to attend.",train
5240,ELE,INT,People have been hurt when they are not strapped in or falling luggage may hit them  but the plane is not going to fall out of the sky.,"People have been injured and occasionally killed when they are not strapped in, or get hit by falling luggage  but the plane is not going to fall out of the sky.",train
4524,ELE,INT,"Menu descriptions were created to sound good to the customers, and, when hotels couldnt get the ingredients on the menu, they just used food from different places, Hiroshi Tomozawa, a hotel and restaurant consultant, told Kyodo News.             ","Menu descriptions were created to meet consumers preferences, and, when they couldnt get the ingredients on the menu, hotels just used food from different places, Hiroshi Tomozawa, a hotel and restaurant consultant, told Kyodo News.",train
4899,ELE,INT,"Instead, he suggests blended learning that combines a campus experience with a MOOC; also, perhaps, using MOOCs to create a global degree, with students taking courses from across the world, might be possible.","Instead, he suggests a blended approach that combines a campus experience with a MOOC; also, perhaps, using MOOCs to create a global degree, with students taking courses from across the world, might be possible.",train
5340,ELE,INT,"His computer was replaced by a Qooq, a tablet that connects  slowly  to the internet and the iPhone, which he swapped for an old Sagem mobile.","The last things to go were the computer, replaced by a Qooq, a recipe tablet that connects  slowly  to the internet and the iPhone, which he swapped for an old Sagem mobile.",train
5292,ELE,INT,I think people will think the ad is really cute.         ,I think people will think it is really cute.,train
4862,ELE,INT,"Luxury hotels give people sleep retreats; more than $1,000 gets you dinner and a movie about sleep.","Luxury hotels are offering sleep retreats; more than $1,000 gets you dinner and a movie about sleep.",train
4575,ELE,INT,The basic idea behind the new method is that liars fidget more and that an all-body motion suit  the kind used in films to create computer-generated characters  will record this.,The basic thought is that liars fidget more and so the use of an all-body motion suit  the kind used in films to create computer-generated characters  will record this.,train
5344,ELE,INT,"If we want to save jobs and industries, we should support them.","If we want to save jobs and industries, wherever we are, we might think about supporting them.",train
4415,ELE,INT,"On some sites, there was an option to click saying: Id like kids someday, but I read the persons profile and thought: You will never have time!","On some sites, there was an option to click saying: Id like kids someday, but you would read the persons profile and think: You will never have time!",train
5221,ELE,INT,"But, in that fi rst journalism job, getting the numbers wrong didnt always mean failure.","But, in that fi rst journalism job, getting the numbers wrong didnt always add up to failure.",train
5543,ELE,INT,Inzozi Nziza was opened by Odile Gakire Katese.,Inzozi Nziza was opened by the theatre director Odile Gakire Katese.,train
4396,ELE,INT,"She said: The US experience suggests that a more efficient gas market can reduce coal use, carbon dioxide emissions and electricity bills.","She said: The US experience suggests that a more efficient gas market can reduce coal use, carbon dioxide emissions and consumers electricity bills.",train
5112,ELE,INT,"Eleven current and former FIFA executives have now been charged in the investigation, which alleges $200m in bribes, mainly from TV and marketing contracts but also FIFAs development programmes.","Eleven current and former members of FIFAs executive committee have now been charged in the investigation, which alleges $200m in bribes, mainly as kickbacks from TV and marketing contracts but also FIFAs development programmes.",train
4626,ELE,INT,"The animals felt the most unhappy, on average, at 28.3 and 27.2 years old for the chimpanzees, and 35.4 years old for the orangutans.","The animals well-being was at its lowest, on average, at 28.3 and 27.2 years old for the chimpanzees, and 35.4 years old for the orangutans.",train
4503,ELE,INT,"It is often mixed with battery acid, engine oil and even shampoo.","The synthetic drug is frequently mixed with battery acid, engine oil and even shampoo.",train
5213,ELE,INT,Ive tried to show people it is fun.,Ive tried to persuade people it is fun.,train
4919,ELE,INT,"On the last day of his last visit to Britain as US president, Obama told 500 youth leaders at a meeting in London: Reject the idea that there are things we cant control.","On the final day of his last visit to Britain as US president, Obama told 500 youth leaders at a meeting in London: Im here to ask you to reject the idea that there are forces we cant control.",train
4740,ELE,INT,"We know very little about how people process thoughts and how they could be sent to another persons brain, so that will not happen any time soon.",Very little is known about how people encode thoughts and how they might be sent to another persons brain  so that will not happen any time soon.,train
5222,ELE,INT,But the challenge continues to grow.,"Meanwhile, the challenge continues to grow.",train
4985,ELE,INT,"Most of the women feel uncomfortable going to classes with male students they dont know, the volunteers say.","Most feel uncomfortable going to classes with male students they dont know, the volunteers say.",train
5166,ELE,INT,"If we understand it better, hopefully we can find a better way to deal with nuclear waste and things that are important in the real world.","If we understand it better, hopefully we can improve how we deal with nuclear waste and things that are important in the real world.",train
5175,ELE,INT,"They want to be like Americas Burning Man festival in the Black Rock Desert of Nevada, where people have to take away everything that they take to the festival.","They want to be like Americas Burning Man festival in the Black Rock Desert of Nevada, which is a leave-no-trace event, where people have to take away all that they bring.",train
4402,ELE,INT,"The magazines editor, Rachael Jolley, said: Existing copyright laws dont work in the digital age and they criminalize consumers.","The magazines editor, Rachael Jolley, said: Existing copyright laws dont work in the digital age and risk criminalizing consumers.",train
5442,ELE,INT,The owners need to tell them to go and have a smoke but be respectful to their communities.,The owners and bartenders need to tell them to go and have a smoke but be respectful to their communities.,train
5014,ELE,INT,Christian advises people who have to eat turtles to start with their eyes  lots of fluid  then drink the blood.,Christian advises people who are forced to eat turtles to start with their eyes  lots of fluid  then move on to the blood.,train
5590,ELE,INT,"He also said that they found many bacteria that are helpful, like the bacteria used for making cheese.","He also said that they found many bacteria of the same sort as those that are bene cial and helpful, like the one used for making cheese.",train
4580,ELE,INT,"These include using motion-sensing technology from computer games, such as the Kinect devices developed by Microsoft for the Xbox console.                   ","These include using motion-sensing technology from computer games, such as the Kinect devices developed by Microsoft for the Xbox.",train
5690,ELE,INT,"At the same time, they are creating advanced technologies that will allow a vehicle to drive itself and communicate with other vehicles and its environment.","At the same time, they are working on advanced technologies that will allow a vehicle to drive itself and communicate with other vehicles and its environment.",train
4630,ELE,INT,A new computer-assisted autopsy system is becoming more and more popular in European hospitals.,"A new, high-tech computer-assisted autopsy system is becoming more and more popular in European hospitals.",train
5278,ELE,INT,The note will also inlude a quote from the artist  light is therefore colour  and his signature.,The note will also contain a quote from the artist  light is therefore colour  as well as his signature.,train
4865,ELE,INT,Many studies show that youre more likely to sleep badly if youre poor.,Numerous studies show that youre more likely to sleep badly if youre poor.,train
5355,ELE,INT,"I think, after youve been married for a longer time, you dont keep many secrets.","I think, after youve been married for a while, you dont keep many secrets.",train
5632,ELE,INT,The report from psychologists at Virginia and Harvard Universities looks at the question of why most of us  nd it so hard to do nothing.,The report from psychologists at Virginia and Harvard Universities tries to answer the question of why most of us  nd it so hard to do nothing.,train
5936,ELE,INT,"Vallone says, I want to work but theres no work.",I want to work but theres no work to do.,train
5350,ELE,INT,But it changed from a proper regional interview over several days to a ten-minute Skype call.,"But, all of a sudden, it changed from being a proper regional interview over several days to being a ten-minute Skype call.",train
4915,ELE,INT,"In 2015, SOHAY helped 1,540 children to leave dangerous work and helped 2,125 more children  those who would soon start work  to go to school.","In 2015, SOHAY helped 1,540 children to leave hazardous work and 2,125 more children  those in danger of starting work  into school.",train
5951,ELE,INT,"But, these days, the golden arches of McDonalds are not looking so golden.","But, these days, the golden arches of McDonalds are looking a little tarnished.",train
5133,ELE,INT,"Not the Argentinian and Barcelona striker Lionel Messi, but Junior Messi Enguene, a 20-year-old midfielder from Cameroon.","Not the Argentinian and FC Barcelona record-breaking striker Lionel Messi, but Junior Messi Enguene, a 20-year-old midfielder from Cameroon.",train
4869,ELE,INT,"One day, humans will find a way to remove the need to sleep completely.","Eventually, humans will find a way to remove the need for sleep completely.",train
4407,ELE,INT,"His campaign was so popular that within 40 days he had made 400,000 from the public.","His campaign to get donations from the public was so popular that within 40 days he had raised 400,000.",train
5673,ELE,INT,It was Spains worst environmental disaster and the clean-up cost 90 million.,It was Spains worst environmental disaster and the clean-up cost 90m.,train
4718,ELE,INT,"There will no doubt be other theories in future days and weeks, just as there were following the death of Pope John Paul I in 1978, 33 days after his election.","There will no doubt be other theories in the days and weeks ahead, just as there were following the death of Pope John Paul I in 1978, 33 days after his election.",train
4904,ELE,INT,"The building repairs are happening after the Rana Plaza building in the capital of Bangladesh, Dhaka, collapsed in 2013 and 1,138 people died.","The building repairs are happening in the wake of the collapse of the Rana Plaza complex in the capital of Bangladesh, Dhaka, in 2013, in which 1,138 people were killed.",train
5755,ELE,INT,The northern white rhino is the rarest kind of African rhino.,The northern white rhino is the rarest species of African rhino.,train
5503,ELE,INT,"Some employees are very angry because PizzaExpress keeps, as an admin fee, 8p out of every 1 paid when tips are given by card.","PizzaExpress keeps, as an admin fee, 8p out of every 1 paid when tips are given by card.",train
5059,ELE,INT,"During his Reality tour in 2004, Bowie had chest pains while he was performing in Germany and needed emergency surgery in Hamburg.","During his Reality tour in 2004, Bowie had chest pains while performing in Germany and needed emergency surgery in Hamburg.",train
5063,ELE,INT,He completed his latest book at 1am one Tuesday morning before a car arrived to take him to the airport to catch a flight to Norway.,He completed it at 1am one Tuesday morning before a car arrived to take him to the airport to catch a flight to Norway.,train
4564,ELE,INT,"He raised money for the non-profit fish farm in the northeast of Monrovia, Liberias capital, and started learning about fish farming, doing an online course and speaking to other fish farmers in Africa.","Sheehy raised money for the non-profit fish farm in the northeast of Monrovia, Liberias capital, and set about learning about fish farming, doing an online course through Cornell University and speaking to other fish farmers in Africa.",train
5517,ELE,INT,"The worlds average air temperatures have increased quite slowly since a high point in 1998, which the ocean phenomenon El Nino caused.","Global average air temperatures have increased quite slowly since a high point in 1998, which was caused by the ocean phenomenon El Nin_o.",train
5657,ELE,INT,The biggest change is in time spent talking on the phone.,The most remarkable change is in time spent talking by phone.,train
4742,ELE,INT,Leicesters Museums Service is working on plans for a new visitor centre in an old school building next to the site.,Leicesters Museums Service is working on plans for a new visitor centre in an old school building overlooking the site.,train
5018,ELE,INT,"On the grass near India Gate, up to 45,000 people will take part in a 35-minute class.","On the grass near India Gate, up to 45,000 people will take part in a 35-minute class  they hope it will be the biggest yoga session ever.",train
5586,ELE,INT,We know sitting still kills; not sitting still helps children build skills that will help them for the rest of their lives.,We know sitting still kills; not sitting still helps children build skills that will stay with them for life.,train
5154,ELE,INT,"A typical salary for a chief technical officer is 30,000.","Typical salary: An entry-level salary is around 10,000, while a typical salary for a chief technical officer is 30,000.",train
5006,ELE,INT,Axani said he was not looking for his next Elizabeth Gallagher yet.,"In terms of his love life, Axani said he was not looking for his next Elizabeth Gallagher yet.",train
4372,ELE,INT,It is legal to grow coca leaves in Bolivia.,The growing of coca leaves is legal and licensed in Bolivia.,train
5338,ELE,INT,"Without a refrigerator (none are made in France), he had to chill his food on the window ledge.","Left without a refrigerator (none are made in France), he was forced to chill his food on the window ledge.",train
5099,ELE,INT,Dancevic collapsed during the second set of his match against Frances Benot Paire on the uncovered court six at Melbourne Park.,Dancevic collapsed during the second set of his fi rst-round match against Frances Benot Paire on the uncovered court six at Melbourne Park and passed out for a minute.,train
5027,ELE,INT,We knew the books would be beautiful but we didnt realize they would be such a big success.,We knew the books would be beautiful but we didnt realize they would be such a phenomenal success.,train
5134,ELE,INT,"In 1999, she became coach of the mens team Viterbese.","In 1999, she was named as the coach of the mens team Viterbese.",train
4631,ELE,INT,"Michael Thali, the Director of Zurichs Institute for Forensic Medicine in Europe, and one of the inventors of Virtopsy, said it could completely change criminal investigations.","Michael Thali, the Director of Zurichs Institute for Forensic Medicine in Europe, and one of the inventors of Virtopsy, said it had the potential to revolutionize criminal investigations.",train
4916,ELE,INT,About 780 more children are preparing to start school in 2017.,About 780 more children are preparing to enter school in 2017.,train
4877,ELE,INT,"I havent fainted once, said 29-year-old Abdul Karim, one of only a few Muslims in the area who has carefully timed his Ramadan fast to the Arctic sun.","I havent fainted once, said 29-year-old Abdul Karim, one of the few in the area who has carefully timed his Ramadan fast to the Arctic sun since moving from Ottawa in 2011.",train
4717,ELE,INT,"He said that the position of Pope needed both strength of mind and strength of body, and in the last few months he felt that he was slowly losing that strength.","He said that the position of pope required both strength of mind and strength of body, and in the last few months he felt that strength was gradually decreasing.",train
4636,ELE,INT,"Feinstein said the bill would also make a number of improvements to transparency and checks on the NSA  for example, if the Foreign Intelligence Surveillance Act (FISA) gets some data and then somebody looks at that data without permission, they could spend up to ten years in prison.","Feinstein said the bill would also make a number of improvements to transparency and checks on the NSA  for example, someone who accesses data acquired under the Foreign Intelligence Surveillance Act (FISA) by the United States without permission could spend up to ten years in prison.",train
5184,ELE,INT,"Bananas have been the most popular fruit in the UK since 1996  adults ate 221g per adult per week in 2014, much more than apples (131g) and oranges (48g).","Bananas have been the most popular fruit in the UK since 1996, reaching 221g per adult per week in 2014, well above apples (131g) and oranges (48g).",train
5434,ELE,INT,It is highly possible that people from different backgrounds and cultures will have different brain atlases.,It is highly possible that people from different backgrounds and cultures will have different semantic brain atlases.,train
4432,ELE,INT,Theres less water for agriculture and less water for all the new lodges that they are building.,Theres less water for agriculture and less water for all the new lodges that are getting built.,train
4944,ELE,INT,"Haggerty was frustrated when she was unable to buy a TV, which was reduced from 299.99 to 149.99, so rushed to pick up a vacuum cleaner, which was reduced from 319.99 to 159.99.","Frustrated when she was unable to buy a 40 TV reduced from 299.99 to 149.99, Haggerty rushed to pick up a vacuum cleaner, reduced from 319.99 to 159.99.",train
4849,ELE,INT,"But, on Tuesday April 8th, 2014, she described the extraordinary moment when she received a message in a bottle, 101 years after he threw it into the Baltic Sea.","But, on Tuesday April 8th, 2014, she described the extraordinary moment when she received a message in a bottle, 101 years after he had thrown it into the Baltic Sea.",train
4657,ELE,INT,The number of wild royal bengal tigers in Nepal has increased to 198  a 63.6% increase in five years  the survey showed.,The number of wild royal bengal tigers in Nepal has increased to 198  a 63.6% rise in five years  the government survey showed.,train
5877,ELE,INT,Radiotherapy for breast cancer involves pointing radiation exactly at the tumour.,"Radiotherapy for breast cancer involves pointing radiation, very precisely, at the tumour.",train
4987,ELE,INT,He hates the jungle because he says it sounds like the residents arent people.,He hates the jungle because he says it implies the residents arent people.,train
5287,ELE,INT,John Lewiss 2015 Christmas advert shows a lonely old man who lives on the moon.,A lonely old man living on the moon is the unusual focus of John Lewiss 2015 Christmas advert.,train
4770,ELE,INT,He added: The most beautiful moment was when I was standing on the landing area and Mike Todd [the man who dressed Baumgartner in his suit] came and he had a smile on his face like a little kid.,He added: The most beautiful moment was when I was standing on the landing area and Mike Todd [the life support engineer who dressed Baumgartner in his suit] appeared and he had a smile on his face like a little kid.,train
5787,ELE,INT,He also mentioned the earlier blues guitarists Blind Lemon Jefferson and Lonnie Johnson and the jazz players Charlie Christian and Django Reinhardt.,He would also cite the earlier blues guitarists Blind Lemon Jefferson and Lonnie Johnson and the jazz players Charlie Christian and Django Reinhardt.,train
5061,ELE,INT,"He leaves behind his wife, Iman, their daughter, Alexandria, his stepdaughter, Zulekha, and his son, Duncan, from his first marriage.       ","He is survived by Iman, their daughter, Alexandria, his stepdaughter, Zulekha, and his son, Duncan, from his first marriage.",train
5813,ELE,INT,My day job is in a cafe where the staff work both in the cafe and in the kitchen so all our tips go in a pot and we all get the same.,My main day job is in a cafe where the small number of staff work both in the cafe and in the kitchen so all our tips go in a pot and they are shared equally.,train
5329,ELE,INT,"So, there was a lot of interest when they announced more details about the 24th Bond film  especially its title, Spectre.","For this reason, there was a lot of interest surrounding the announcement of a few more details about the 24th Bond film  especially its official title, Spectre.",train
5111,ELE,INT,Webb and the Colombian former executive Luis Bedoya entered guilty pleas in the US.,Webb and the Colombian former executive committee member Luis Bedoya were among those whose guilty pleas were entered in the US.,train
5706,ELE,INT,"When Lalueza-Fox looked at it, he found that the man had genes for dark skin.","When Lalueza-Fox looked at the genome, he found that the man had gene variants that produce dark skin.",train
5066,ELE,INT,So my book had better be good.,"So, it had better be good.",train
4652,ELE,INT,"Born with the name Rolihlahla Dalibhunga in a small village in the Eastern Cape on 18 July, 1918, a teacher at Mandelas school gave him his English name, Nelson.","Born Rolihlahla Dalibhunga in a small village in the Eastern Cape on 18 July, 1918, Mandela was given his English name, Nelson, by a teacher at his school.",train
4988,ELE,INT,"When Larry Pizzi first heard about electric bikes nearly 20 years ago, he asked: Why would anyone want to spoil a bike by putting a motor and batteries on it?","When Larry Pizzi first heard about electric bikes nearly 20 years ago, he asked: Why would anyone want to screw up a bike by putting a motor and batteries on it?",train
5439,ELE,INT,"Neil Timms owns an English pub and saw a smoking ban before, in England.","Smoker Neil Timms owns an English pub and met the smoking ban before, in England.",train
4446,ELE,INT,"The number of minutes Americans spend on Facebook is falling, too.","The number of minutes Americans spend on Facebook appears to be falling, too.",train
5908,ELE,INT,"In a speech at the British Science Festival, Dr Paul Kelley from Oxford University said schools should stagger their starting times to work with the natural rhythms of their students.","In a speech at the British Science Festival, Dr Paul Kelley of the Sleep and Circadian Neuroscience Institute at Oxford University said schools should stagger their starting times to work with the natural biological rhythms of their students.",train
4884,ELE,INT,"He hopes that the easier timetable will encourage his son  it means about 15 hours of fasting, not 18 hours like in Edmonton.",He hopes to encourage his son with the more manageable timetable of about 15 hours of fasting compared with about 18 hours in Edmonton.,train
5167,ELE,INT,"In 1996, someone suggested the symbol Cp for copernicium, or element 112, but it was changed to Cn, when scientists complained that Cp was already the symbol for another substance.","In 1996, the symbol Cp was suggested for copernicium, or element 112, but it was changed to Cn when scientists complained that Cp referred to another substance.",train
5588,ELE,INT,"Now, for the  rst time, scientists have started to study the bacteria in a citys subway  and they have found many interesting results.","Now, for the  rst time, scientists have started to catalogue and map the bacteria in a citys subway  and they have found many interesting results.",train
5641,ELE,INT,"As they sit there, their mind starts to wander and naturally they think about that shock  was it really that bad?         ","As they sit there, their mind starts to wander and it naturally goes to that shock  was it really that bad?",train
5366,ELE,INT,The top referees of the future smile when you ask them this question.,The elite football referees of the future smile when you ask them this question.,train
4403,ELE,INT,"We need new ideas for how artists, writers and musicians can earn a living from their work.","We need new models for how artists, writers and musicians earn a living from their work.",train
5272,ELE,INT,"The offi ce cubicle In the late 60s, a new kind of offi ce was made to give workers privacy and increase how well and how quickly people work by giving more work space.","The offi ce cubicle In the late 60s, a new form of offi ce was designed to give workers privacy and increase productivity by providing more work space.",train
5483,ELE,INT,"Tom Sanders, a professor of nutrition at Kings College London, said the research showed some differences.","Tom Sanders, a professor of nutrition at Kings College London, said the research did show some differences.",train
4809,ELE,INT,"All day and all night you can hear the sound of guns, rockets or planes attacking rebels  the sound of war is getting closer to Syrias capital.","All day and all night you can hear the sound of guns, rockets or planes attacking rebel positions  the sound of war getting closer to Syrias capital.",train
5721,ELE,INT,"There are many quirky solutions to help make our cities better places to live, such as glow-in-the-dark trees, underground bike sheds and solar-powered bins.","There are many quirky solutions to help make our cities more livable, such as glow-in-the-dark trees, underground bike sheds and solar-powered bins.",train
5092,ELE,INT,So many people come here to swim with her and they dont understand how dangerous it can be.,So many come here to swim with her and they dont understand how dangerous it can be.,train
5453,ELE,INT,"This gift that we are born with  the ability to hear things hundreds of metres away, all these incredible sounds  might be lost, he said.","This gift that we are born with  to hear things hundreds of metres away, all these incredible sounds  might be lost, he said.",train
4546,ELE,INT,"We need more things for tourists to do in the evening  we dont even have one cinema in this city, he said.","We need more for tourists to do in the evening  we dont even have one cinema in this city, he said.",train
5566,ELE,INT,"Do you want your child to be good at sport, play for the school team and, maybe one day, even be in international competitions?","    Do you want your child to be good at sport, play for the school team and, maybe one day, even compete in international competitions?",train
4406,ELE,INT,"But when British designer, Patrick Hunt, tried to get money from banks or venture capitalists to help start his business, he hit a problem.","But when British designer, Patrick Hunt, tried to get money from banks or venture capitalists to launch his invention, he hit a problem.",train
5831,ELE,INT,"But Dunbar says he fears it is so easy to end friendships on Facebook that, one day, people may not need to learn to get on with each other.","But Dunbar says he fears it is so easy simply to end friendships on Facebook that, eventually, people may not need to learn to get on with each other.",train
5695,ELE,INT,Companies are developing technology that allows a vehicle to tell traf c control systems not only that it is present but also where it is going and how fast it is travelling.,Companies are working to develop technology that will allow a vehicle to tell traf c control systems not only that it is present but also where it is going and how fast it is travelling.,train
4913,ELE,INT,"After they stop working, they sometimes find it difficult to make friends and adapt to school.","After they leave work, they sometimes find it difficult to make friends and adapt to school.",train
5767,ELE,INT,The typical swimmer can hold their breath for about 40 seconds while underwater.,"The typical swimmer can hold their breath for about 40 seconds while underwater, he says.",train
5603,ELE,INT,"We realize we have much work to do, Manby said.","We realize we have much work ahead of us, Manby said.",train
5067,ELE,INT,I would look such a fool if they opened my book in 2114 and it wasnt any good.,Id look such a fool if they opened it in 2114 and it wasnt any good.,train
5803,ELE,INT,"Its a very young and lively city, she added.                       ","Its a very fast growing, young and lively city, she added.",train
5640,ELE,INT,"But, she says we need to know more about Wilsons study.","But, she says we need to know more about the motivation of the shockers in Wilsons study.",train
5747,ELE,INT,The poachers kill rhinos and cut off their horns to sell them for medicine.,Sudan is under threat from poachers who kill rhinos and cut off their horns to sell them for medicine in Asia.,train
4332,ELE,INT,"We will take care of them so the whole situation is not going to repeat at the new house they are in, says Boer. ","They are taken care of so the whole situation is not going to repeat at the new house they are in, says Boer.",train
4397,ELE,INT,"Illegal downloading is morally wrong, and it is theft, the same as putting your hand in someones pocket and stealing their wallet is theft, says author Philip Pullman.","Illegal downloading is a kind of moral squalor and theft, as much as putting your hand in someones pocket and stealing their wallet is theft, says author Philip Pullman.",train
5079,ELE,INT,Europe will become the first part of the world to force car makers to use real-world emissions tests.,"In an attempt to reduce air pollution, Europe will become the first part of the world to force car makers to use real-world emissions tests.",train
5073,ELE,INT,Environmental authorities are putting GoPro video cameras and GPS trackers on the birds  the birds now work in the fight against fly-tipping and illegal dumping.,Environmental authorities are kitting the birds out with GoPro video cameras and GPS trackers  the birds have a new mission in the fight against fly-tipping and illegal dumping.,train
4380,ELE,INT,"At a smaller rally in Brasilia, demonstrators entered the high-security area of the national congress.","At a far smaller rally in Brasilia, demonstrators broke through police lines to enter the high-security area of the national congress.",train
5262,ELE,INT,"At the Island Bay Marine Education Centre in Wellington, an octopus visited another tank every night to steal crabs, then return to its own tank.","At the Island Bay Marine Education Centre in Wellington, an octopus used to visit another tank during the night to steal crabs, then return to its own tank.",train
5797,ELE,INT,"Some local authorities and organizations treat e-cigarettes like cigarettes  they ban them in public places and outdoors, he said.","There is a tendency among some local authorities and organizations to treat e-cigarettes as cigarettes and ban them in public places and outdoors, he said.",train
5741,ELE,INT,He also gave the answer to a rock n roll mystery: why Elvis Presley never performed outside North America.,He also gave the answer to a long-running rock n roll mystery: why Elvis Presley never performed outside North America.,train
5341,ELE,INT,He even asked a French language expert to check if he should use the word cool and other English words  the expert told him swap it for the nearest French alternative: chouette.,"At one point, he asked a French language expert to check if he should use cool and other English words  he was advised to swap it for the nearest French equivalent: chouette.",train
5822,ELE,INT,"They have got tipping right in Italy, where customers dont add a big tip but usually round up their bill so, if their meal is 19, they leave a 20 note and dont ask for change.   ","They have got tipping right in Italy, where customers dont add a service charge but usually round up their bill so, if their meal is 19, they leave a 20 note and dont ask for change.",train
5852,ELE,INT,There is the feeling that they have to hide that they are rich.,There is the feeling that they have to hide the fact that they are rich.,train
5163,ELE,INT,"Kosuke Morita, who led the research at RIKEN, said his team now planned to look to element 119 and beyond.","Kosuke Morita, who led the research at RIKEN, said his team now planned to look to the uncharted territory of element 119 and beyond.",train
4337,ELE,INT,"Most business and government executives are white, but black and mixed-race workers do most of the boring or dirty jobs.","Most business and government executives are white, while most menial jobs are done by black and mixed-race workers.",train
4709,ELE,INT,"Big efforts have been made in recent years to increase the number of those who carry an organ donation card, with a lot of success.","Big efforts have been made in recent years to increase the number of those who carry an organ donation card, with a good deal of success.",train
5200,ELE,INT,"So far, there are detailed maps of about 2,000 miles of Californias roads, but California has more than 170,000 miles of roads.","So far, there are high-detail maps of about 2,000 miles of Californias roads, but the state has more than 170,000 miles of public roads.",train
4856,ELE,INT,"She was very happy to receive the bottled message, she said, but she hoped other people would not do what her grandfather did and throw bottles with messages into the sea.","She was very happy to receive the bottled message, she said, but she hoped other people would not do what her grandfather had done and throw bottles with messages into the sea.",train
4411,ELE,INT,International activity has increased by 41% since December.,International activity is up 41% since December.,train
5928,ELE,INT,"The food helps them get through the cold, dark Long Island winter.","This food helps them survive the cold, dark Long Island winter.",train
